API,excipient,label,prop
Taxol,Allura Red AC,0,1
Taxol,Ampicillin,0,1
Taxol,Betaine,0,1
Taxol,BETANIN,0,1
Taxol,Brilliant_blue_G,1,0.03006
Taxol,Caffeic acid,0,1
Taxol,Capecitabine,0,1
Taxol,Carmin,0,1
Taxol,Chlorogenic acid,0,1
Taxol,Citric_acid,0,1
Taxol,Congo_red,1,0.0275
Taxol,D_glucose,0,1
Taxol,D(-)-Tartaric acid,0,1
Taxol,Dopamine hydrochloride,0,1
Taxol,EGCG,0,1
Taxol,Evans_Blue,1,0.04556
Taxol,Gallic_acid,0,1
Taxol,Glutathione,0,1
Taxol,Glycerol,0,1
Taxol,Glycyrrhizic_acid,1,0.02632
Taxol,L_Ascorbic_acid,0,1
Taxol,L_Leucine,0,1
Taxol,Lamivudine,0,1
Taxol,Meglumine,0,1
Taxol,Metformin hydrochloride,0,1
Taxol,Methylene_Blue_trihydrate,0,1
Taxol,Naproxen_sodium,0,1
Taxol,Nicotinic_acid,0,1
Taxol,Potassium_sorbate,0,1
Taxol,Procyanidin,1,0.06816
Taxol,SAFFLOWER YELLOW,0,1
Taxol,Salidroside,0,1
Taxol,Sorbitol,0,1
Taxol,Sucrose,0,1
Taxol,Tannic_acid,1,0.16466
Taxol,Tartrazine,0,1
Taxol,Taurine,0,1
Taxol,Triethyl_citrate,0,1
Taxol,Vanillin,0,1
Taxol,Xylitol,0,1
Ursolic_acid,4-(METHOXYCARBONYL)PHENYLBORONIC ACID,0,1
Ursolic_acid,Alizarin_Red_S,0,1
Ursolic_acid,Allura Red AC,0,1
Ursolic_acid,Ampicillin,0,1
Ursolic_acid,Betaine,0,1
Ursolic_acid,BETANIN,0,1
Ursolic_acid,Brilliant_blue_G,1,0.306857943
Ursolic_acid,Caffeic acid,0,1
Ursolic_acid,Capecitabine,0,1
Ursolic_acid,Carmin,0,1
Ursolic_acid,Chlorogenic acid,0,1
Ursolic_acid,Citric_acid,0,1
Ursolic_acid,Congo_red,1,0.298110567
Ursolic_acid,D_glucose,0,1
Ursolic_acid,D(-)-Tartaric acid,0,1
Ursolic_acid,Dopamine hydrochloride,0,1
Ursolic_acid,EGCG,0,1
Ursolic_acid,Evans_Blue,1,0.38873338
Ursolic_acid,Gallic_acid,0,1
Ursolic_acid,Glutathione,0,1
Ursolic_acid,Glycerol,0,1
Ursolic_acid,Glycyrrhizic_acid,1,0.33869839
Ursolic_acid,L_Ascorbic_acid,0,1
Ursolic_acid,L_Leucine,0,1
Ursolic_acid,Lamivudine,0,1
Ursolic_acid,Meglumine,1,0.09510147
Ursolic_acid,Metformin hydrochloride,0,1
Ursolic_acid,Methylene_Blue_trihydrate,0,1
Ursolic_acid,Naproxen_sodium,0,1
Ursolic_acid,Nicotinic_acid,0,1
Ursolic_acid,Potassium_sorbate,0,1
Ursolic_acid,Procyanidin,1,0.372218334
Ursolic_acid,SAFFLOWER YELLOW,1,0.502379286
Ursolic_acid,Salidroside,0,1
Ursolic_acid,Sorbitol,0,1
Ursolic_acid,Sucrose,0,1
Ursolic_acid,Tannic_acid,1,0.634149755
Ursolic_acid,Tartrazine,0,1
Ursolic_acid,Taurine,0,1
Ursolic_acid,Triethyl_citrate,0,1
Ursolic_acid,Vanillin,0,1
Ursolic_acid,Xylitol,0,1
VES,4-(METHOXYCARBONYL)PHENYLBORONIC ACID,0,1
VES,Alizarin_Red_S,0,1
VES,Allura Red AC,0,1
VES,Ampicillin,0,0.933416515
VES,Betaine,0,1
VES,BETANIN,0,1
VES,Brilliant_blue_G,0,1
VES,Caffeic acid,0,1
VES,Capecitabine,0,1
VES,Carmin,0,1
VES,Chlorogenic acid,0,1
VES,Citric_acid,0,1
VES,Congo_red,0,1
VES,D_glucose,0,1
VES,D(-)-Tartaric acid,0,1
VES,Dopamine hydrochloride,0,1
VES,EGCG,0,1
VES,Evans_Blue,0,1
VES,Gallic_acid,0,0.986274955
VES,Glutathione,0,1
VES,Glycerol,0,1
VES,Glycyrrhizic_acid,0,0.925589837
VES,L_Ascorbic_acid,0,1
VES,L_Leucine,0,0.933983666
VES,Lamivudine,0,1
VES,Meglumine,1,0.698843013
VES,Metformin hydrochloride,0,1
VES,Methylene_Blue_trihydrate,0,1
VES,Naproxen_sodium,0,0.998638838
VES,Nicotinic_acid,0,1
VES,Potassium_sorbate,0,0.984800363
VES,Procyanidin,0,1
VES,SAFFLOWER YELLOW,0,1
VES,Salidroside,0,1
VES,Sorbitol,0,1
VES,Sucrose,0,1
VES,Tannic_acid,0,1
VES,Tartrazine,0,1
VES,Taurine,0,1
VES,Triethyl_citrate,0,1
VES,Vanillin,0,1
VES,Xylitol,0,1
